ID,Subject,Total,proba_echec
227109,اللغة العربية,0.0,0.9999696
227071,اللغة العربية,0.0,0.9999696
221007,رياضيات 1,0.0,0.9999696
211142,رياضيات 1,0.0,0.9999696
201290,رياضيات 1,0.0,0.9999696
2723,رياضيات 1,0.0,0.9999696
221269,رياضيات 1,0.0,0.9999696
227050,الثقافة القومية الاشتراكية,0.0,0.9999696
221238,مبادئ الهندسة الكهربائية,10.0,0.97879994
227071,الثقافة القومية الاشتراكية,0.0,0.9999696
227049,الثقافة القومية الاشتراكية,0.0,0.9999696
221036,مبادئ الهندسة الكهربائية,0.0,0.9999696
227015,الثقافة القومية الاشتراكية,0.0,0.9999696
221194,مبادئ الهندسة الكهربائية,0.0,0.9999696
221247,مبادئ الهندسة الكهربائية,0.0,0.9999696
227143,الثقافة القومية الاشتراكية,0.0,0.9999696
211215,مبادئ الهندسة الكهربائية,10.0,0.97879994
227086,الثقافة القومية الاشتراكية,0.0,0.9999696
221182,مبادئ الهندسة الكهربائية,0.0,0.9999696
211056,مبادئ الهندسة الكهربائية,10.0,0.97879994
211169,مبادئ الهندسة الكهربائية,12.0,0.97879994
227107,الثقافة القومية الاشتراكية,0.0,0.9999696
221221,مبادئ الهندسة الكهربائية,0.0,0.9999696
227129,الثقافة القومية الاشتراكية,0.0,0.9999696
3041,رياضيات 1,0.0,0.9999696
201021,رياضيات 1,0.0,0.9999696
211073,رياضيات 1,0.0,0.9999696
201247,رياضيات 1,0.0,0.9999696
211084,رياضيات 1,0.0,0.9999696
227074,الثقافة القومية الاشتراكية,0.0,0.9999696
227122,الثقافة القومية الاشتراكية,0.0,0.9999696
211131,رياضيات 1,0.0,0.9999696
227090,الثقافة القومية الاشتراكية,0.0,0.9999696
227033,الثقافة القومية الاشتراكية,0.0,0.9999696
221104,مبادئ الهندسة الكهربائية,10.0,0.97879994
227008,الثقافة القومية الاشتراكية,0.0,0.9999696
221237,مبادئ الهندسة الكهربائية,0.0,0.9999696
227096,الثقافة القومية الاشتراكية,0.0,0.9999696
221222,مبادئ الهندسة الكهربائية,0.0,0.9999696
227102,الثقافة القومية الاشتراكية,0.0,0.9999696
226174,مبادئ حواسيب,0.0,0.9999696
224125,اللغة العربية,0.0,0.9999696
224088,اللغة العربية,0.0,0.9999696
224114,اللغة العربية,0.0,0.9999696
222096,مبادئ الهندسة الكهربائية,0.0,0.9999696
224097,اللغة العربية,0.0,0.9999696
222032,مبادئ الهندسة الكهربائية,0.0,0.9999696
224011,اللغة العربية,0.0,0.9999696
224107,اللغة العربية,0.0,0.9999696
224135,اللغة العربية,0.0,0.9999696
224019,اللغة العربية,0.0,0.9999696
224018,اللغة العربية,0.0,0.9999696
224058,اللغة العربية,0.0,0.9999696
221212,مبادئ الهندسة الكهربائية,10.0,0.97879994
222230,مبادئ الهندسة الكهربائية,0.0,0.9999696
222033,مبادئ الهندسة الكهربائية,0.0,0.9999696
222095,مبادئ الهندسة الكهربائية,0.0,0.9999696
224087,مبادئ حواسيب,0.0,0.9999696
221129,مبادئ الهندسة الكهربائية,10.0,0.97879994
224036,مبادئ حواسيب,0.0,0.9999696
222037,مبادئ الهندسة الكهربائية,0.0,0.9999696
221162,مبادئ الهندسة الكهربائية,10.0,0.97879994
222130,مبادئ الهندسة الكهربائية,0.0,0.9999696
224124,مبادئ حواسيب,0.0,0.9999696
224127,مبادئ حواسيب,0.0,0.9999696
222219,مبادئ الهندسة الكهربائية,0.0,0.9999696
222222,مبادئ الهندسة الكهربائية,0.0,0.9999696
222223,مبادئ الهندسة الكهربائية,0.0,0.9999696
222006,مبادئ الهندسة الكهربائية,0.0,0.9999696
222226,مبادئ الهندسة الكهربائية,0.0,0.9999696
222092,مبادئ الهندسة الكهربائية,0.0,0.9999696
222169,مبادئ الهندسة الكهربائية,0.0,0.9999696
222110,مبادئ الهندسة الكهربائية,0.0,0.9999696
224122,اللغة العربية,0.0,0.9999696
222208,مبادئ الهندسة الكهربائية,0.0,0.9999696
222142,مبادئ الهندسة الكهربائية,0.0,0.9999696
224091,اللغة العربية,0.0,0.9999696
224135,رياضيات 1,0.0,0.9999696
224091,رياضيات 1,0.0,0.9999696
224008,رياضيات 1,0.0,0.9999696
224117,رياضيات 1,0.0,0.9999696
224085,رياضيات 1,0.0,0.9999696
224113,رياضيات 1,0.0,0.9999696
211211,مبادئ الهندسة الكهربائية,10.0,0.97879994
224019,رياضيات 1,0.0,0.9999696
224093,رياضيات 1,0.0,0.9999696
224018,رياضيات 1,0.0,0.9999696
224058,رياضيات 1,0.0,0.9999696
224011,رياضيات 1,0.0,0.9999696
224107,رياضيات 1,0.0,0.9999696
224118,رياضيات 1,0.0,0.9999696
224105,رياضيات 1,0.0,0.9999696
224098,رياضيات 1,0.0,0.9999696
224036,رياضيات 1,0.0,0.9999696
221159,مبادئ الهندسة الكهربائية,10.0,0.97879994
224094,رياضيات 1,0.0,0.9999696
224060,رياضيات 1,0.0,0.9999696
224127,رياضيات 1,0.0,0.9999696
224124,رياضيات 1,0.0,0.9999696
224087,رياضيات 1,0.0,0.9999696
224118,اللغة العربية,0.0,0.9999696
224105,اللغة العربية,0.0,0.9999696
224098,اللغة العربية,0.0,0.9999696
224127,اللغة العربية,0.0,0.9999696
224008,اللغة العربية,0.0,0.9999696
224117,اللغة العربية,0.0,0.9999696
224079,اللغة العربية,0.0,0.9999696
224093,اللغة العربية,0.0,0.9999696
99999999,مبادئ الهندسة الكهربائية,0.0,0.9999696
224124,اللغة العربية,0.0,0.9999696
224087,اللغة العربية,0.0,0.9999696
224097,رياضيات 1,0.0,0.9999696
224120,رياضيات 1,0.0,0.9999696
224125,رياضيات 1,0.0,0.9999696
224029,رياضيات 1,0.0,0.9999696
224088,رياضيات 1,0.0,0.9999696
224114,رياضيات 1,0.0,0.9999696
224039,اللغة العربية,0.0,0.9999696
224036,اللغة العربية,0.0,0.9999696
224094,اللغة العربية,0.0,0.9999696
222096,رياضيات 1,0.0,0.9999696
222189,رياضيات 1,0.0,0.9999696
222030,رياضيات 1,0.0,0.9999696
222024,رياضيات 1,0.0,0.9999696
222032,رياضيات 1,0.0,0.9999696
222175,رياضيات 1,0.0,0.9999696
222142,رياضيات 1,0.0,0.9999696
222208,رياضيات 1,0.0,0.9999696
222001,رياضيات 1,0.0,0.9999696
222169,رياضيات 1,0.0,0.9999696
222095,رياضيات 1,0.0,0.9999696
222033,رياضيات 1,0.0,0.9999696
222092,رياضيات 1,0.0,0.9999696
222230,رياضيات 1,0.0,0.9999696
222200,رياضيات 1,0.0,0.9999696
Unknown,الفيزياء الحديثة,0.0,0.9999696
214112,مبادئ الهندسة الكهربائية,0.0,0.9999696
222118,رياضيات 1,0.0,0.9999696
212015,مبادئ حواسيب,0.0,0.9999696
222226,رياضيات 1,0.0,0.9999696
222022,رياضيات 1,0.0,0.9999696
222069,رياضيات 1,0.0,0.9999696
222149,رياضيات 1,0.0,0.9999696
223170,اللغة العربية,0.0,0.9999696
223039,اللغة العربية,0.0,0.9999696
223048,اللغة العربية,0.0,0.9999696
223003,اللغة العربية,0.0,0.9999696
222190,رياضيات 1,0.0,0.9999696
222219,رياضيات 1,0.0,0.9999696
222222,رياضيات 1,0.0,0.9999696
222223,رياضيات 1,0.0,0.9999696
222006,رياضيات 1,0.0,0.9999696
222112,رياضيات 1,0.0,0.9999696
222037,رياضيات 1,0.0,0.9999696
222130,رياضيات 1,0.0,0.9999696
222063,رياضيات 1,0.0,0.9999696
222182,رياضيات 1,0.0,0.9999696
222146,رياضيات 1,0.0,0.9999696
222213,رياضيات 1,0.0,0.9999696
222227,رياضيات 1,0.0,0.9999696
222065,رياضيات 1,0.0,0.9999696
222123,رياضيات 1,0.0,0.9999696
222184,رياضيات 1,0.0,0.9999696
222117,رياضيات 1,0.0,0.9999696
222129,رياضيات 1,0.0,0.9999696
222210,رياضيات 1,0.0,0.9999696
222002,رياضيات 1,0.0,0.9999696
222210,مبادئ الهندسة الكهربائية,0.0,0.9999696
224091,مبادئ حواسيب,0.0,0.9999696
224008,مبادئ حواسيب,0.0,0.9999696
224117,مبادئ حواسيب,0.0,0.9999696
222129,مبادئ الهندسة الكهربائية,0.0,0.9999696
224135,مبادئ حواسيب,0.0,0.9999696
222213,مبادئ الهندسة الكهربائية,0.0,0.9999696
222065,مبادئ الهندسة الكهربائية,0.0,0.9999696
222184,مبادئ الهندسة الكهربائية,0.0,0.9999696
224107,مبادئ حواسيب,0.0,0.9999696
224098,مبادئ حواسيب,0.0,0.9999696
222063,مبادئ الهندسة الكهربائية,0.0,0.9999696
224105,مبادئ حواسيب,0.0,0.9999696
222112,مبادئ الهندسة الكهربائية,0.0,0.9999696
222207,مبادئ الهندسة الكهربائية,0.0,0.9999696
222182,مبادئ الهندسة الكهربائية,0.0,0.9999696
221216,مبادئ الهندسة الكهربائية,10.0,0.97879994
221158,مبادئ الهندسة الكهربائية,10.0,0.97879994
222069,مبادئ الهندسة الكهربائية,0.0,0.9999696
222149,مبادئ الهندسة الكهربائية,0.0,0.9999696
224088,مبادئ حواسيب,0.0,0.9999696
221027,مبادئ الهندسة الكهربائية,10.0,0.97879994
224114,مبادئ حواسيب,0.0,0.9999696
214044,مبادئ حواسيب,0.0,0.9999696
224097,مبادئ حواسيب,0.0,0.9999696
222231,مبادئ الهندسة الكهربائية,0.0,0.9999696
224019,مبادئ حواسيب,0.0,0.9999696
222022,مبادئ الهندسة الكهربائية,0.0,0.9999696
224058,مبادئ حواسيب,0.0,0.9999696
222200,مبادئ الهندسة الكهربائية,10.0,0.97594994
222190,مبادئ الهندسة الكهربائية,0.0,0.9999696
224129,مبادئ حواسيب,7.0,0.9999696
226177,اللغة العربية,0.0,0.9999696
223089,رياضيات 1,0.0,0.9999696
226143,اللغة العربية,0.0,0.9999696
226164,اللغة العربية,0.0,0.9999696
223144,رياضيات 1,0.0,0.9999696
223164,رياضيات 1,0.0,0.9999696
226156,اللغة العربية,0.0,0.9999696
226018,اللغة العربية,0.0,0.9999696
223068,رياضيات 1,0.0,0.9999696
224039,مبادئ حواسيب,9.0,0.9999696
226039,اللغة العربية,0.0,0.9999696
226118,اللغة العربية,0.0,0.9999696
223100,رياضيات 1,0.0,0.9999696
226157,اللغة العربية,0.0,0.9999696
226159,اللغة العربية,0.0,0.9999696
223110,رياضيات 1,0.0,0.9999696
223019,رياضيات 1,0.0,0.9999696
223121,رياضيات 1,0.0,0.9999696
223012,رياضيات 1,0.0,0.9999696
223165,رياضيات 1,0.0,0.9999696
223009,رياضيات 1,0.0,0.9999696
223069,رياضيات 1,0.0,0.9999696
223118,رياضيات 1,0.0,0.9999696
223160,رياضيات 1,0.0,0.9999696
226074,اللغة العربية,0.0,0.9999696
223047,رياضيات 1,0.0,0.9999696
223102,رياضيات 1,0.0,0.9999696
223048,رياضيات 1,0.0,0.9999696
223129,رياضيات 1,0.0,0.9999696
223003,رياضيات 1,0.0,0.9999696
223039,رياضيات 1,0.0,0.9999696
222230,الثقافة القومية الاشتراكية,0.0,0.9999696
223109,رياضيات 1,0.0,0.9999696
223170,رياضيات 1,0.0,0.9999696
223143,رياضيات 1,0.0,0.9999696
222218,مبادئ الهندسة الكهربائية,30.0,0.96364725
223080,رياضيات 1,0.0,0.9999696
223162,رياضيات 1,0.0,0.9999696
223125,رياضيات 1,0.0,0.9999696
223120,رياضيات 1,0.0,0.9999696
226138,اللغة العربية,0.0,0.9999696
223163,رياضيات 1,0.0,0.9999696
1626,مبادئ حواسيب,0.0,0.9999696
226039,مبادئ حواسيب,0.0,0.9999696
222175,مبادئ الهندسة الكهربائية,10.0,0.97594994
226056,مبادئ حواسيب,0.0,0.9999696
226170,مبادئ حواسيب,0.0,0.9999696
226072,مبادئ حواسيب,0.0,0.9999696
226067,مبادئ حواسيب,0.0,0.9999696
2261670,مبادئ حواسيب,0.0,0.9999696
226018,مبادئ حواسيب,0.0,0.9999696
226143,مبادئ حواسيب,0.0,0.9999696
226164,مبادئ حواسيب,0.0,0.9999696
226159,مبادئ حواسيب,0.0,0.9999696
226140,مبادئ حواسيب,0.0,0.9999696
226045,مبادئ حواسيب,0.0,0.9999696
226074,مبادئ حواسيب,0.0,0.9999696
222228,الثقافة القومية الاشتراكية,0.0,0.9999696
226069,اللغة العربية,0.0,0.9999696
226103,اللغة العربية,0.0,0.9999696
226108,اللغة العربية,0.0,0.9999696
226151,اللغة العربية,0.0,0.9999696
226160,اللغة العربية,0.0,0.9999696
226171,اللغة العربية,0.0,0.9999696
226123,اللغة العربية,0.0,0.9999696
226046,اللغة العربية,0.0,0.9999696
226056,اللغة العربية,0.0,0.9999696
226170,اللغة العربية,0.0,0.9999696
226072,اللغة العربية,0.0,0.9999696
226067,اللغة العربية,0.0,0.9999696
226152,اللغة العربية,0.0,0.9999696
226060,اللغة العربية,0.0,0.9999696
226062,اللغة العربية,0.0,0.9999696
226153,اللغة العربية,0.0,0.9999696
226165,اللغة العربية,0.0,0.9999696
214107,مبادئ الهندسة الكهربائية,18.0,0.95904136
222146,مبادئ الهندسة الكهربائية,10.0,0.97594994
224081,مبادئ حواسيب,8.0,0.9999696
224085,مبادئ حواسيب,9.0,0.9999696
224130,مبادئ حواسيب,9.0,0.9999696
224007,مبادئ حواسيب,11.0,0.9779831
222096,الثقافة القومية الاشتراكية,0.0,0.9999696
226039,ميكانيك هندسي,0.0,0.9999696
222231,الثقافة القومية الاشتراكية,0.0,0.9999696
224093,مبادئ حواسيب,10.0,0.9779831
224118,مبادئ حواسيب,7.0,0.9999696
226018,ميكانيك هندسي,0.0,0.9999696
222123,مبادئ الهندسة الكهربائية,25.0,0.9599729
224125,مبادئ حواسيب,9.0,0.9999696
222022,الثقافة القومية الاشتراكية,0.0,0.9999696
224119,مبادئ حواسيب,14.0,0.976219
222069,الثقافة القومية الاشتراكية,0.0,0.9999696
224018,مبادئ حواسيب,8.0,0.9999696
226159,ميكانيك هندسي,0.0,0.9999696
226074,ميكانيك هندسي,0.0,0.9999696
226140,ميكانيك هندسي,0.0,0.9999696
222196,الثقافة القومية الاشتراكية,0.0,0.9999696
222146,الثقافة القومية الاشتراكية,0.0,0.9999696
222190,الثقافة القومية الاشتراكية,0.0,0.9999696
226143,ميكانيك هندسي,0.0,0.9999696
226164,ميكانيك هندسي,0.0,0.9999696
224063,مبادئ حواسيب,7.0,0.9999696
222063,الثقافة القومية الاشتراكية,0.0,0.9999696
222112,الثقافة القومية الاشتراكية,0.0,0.9999696
222156,الثقافة القومية الاشتراكية,0.0,0.9999696
222219,الثقافة القومية الاشتراكية,0.0,0.9999696
222222,الثقافة القومية الاشتراكية,0.0,0.9999696
222213,الثقافة القومية الاشتراكية,0.0,0.9999696
226020,مبادئ حواسيب,14.0,0.97652406
222065,الثقافة القومية الاشتراكية,0.0,0.9999696
222129,الثقافة القومية الاشتراكية,0.0,0.9999696
222210,الثقافة القومية الاشتراكية,0.0,0.9999696
222182,الثقافة القومية الاشتراكية,0.0,0.9999696
222123,الثقافة القومية الاشتراكية,0.0,0.9999696
222223,الثقافة القومية الاشتراكية,0.0,0.9999696
222006,الثقافة القومية الاشتراكية,0.0,0.9999696
222092,الثقافة القومية الاشتراكية,0.0,0.9999696
222169,الثقافة القومية الاشتراكية,0.0,0.9999696
222110,الثقافة القومية الاشتراكية,0.0,0.9999696
222128,الثقافة القومية الاشتراكية,0.0,0.9999696
222027,الثقافة القومية الاشتراكية,0.0,0.9999696
222095,الثقافة القومية الاشتراكية,0.0,0.9999696
222033,الثقافة القومية الاشتراكية,0.0,0.9999696
222032,الثقافة القومية الاشتراكية,0.0,0.9999696
222208,الثقافة القومية الاشتراكية,0.0,0.9999696
226135,مبادئ حواسيب,15.0,0.97652406
226138,مبادئ حواسيب,9.0,0.9999696
222037,الثقافة القومية الاشتراكية,0.0,0.9999696
222218,الثقافة القومية الاشتراكية,0.0,0.9999696
222130,الثقافة القومية الاشتراكية,0.0,0.9999696
222142,الثقافة القومية الاشتراكية,0.0,0.9999696
222226,الثقافة القومية الاشتراكية,0.0,0.9999696
226053,مبادئ حواسيب,8.0,0.9999696
226156,مبادئ حواسيب,10.0,0.97826594
226060,ميكانيك هندسي,0.0,0.9999696
226138,ميكانيك هندسي,0.0,0.9999696
226056,ميكانيك هندسي,0.0,0.9999696
226170,ميكانيك هندسي,0.0,0.9999696
226125,ميكانيك هندسي,0.0,0.9999696
226080,ميكانيك هندسي,0.0,0.9999696
226062,ميكانيك هندسي,0.0,0.9999696
226067,ميكانيك هندسي,0.0,0.9999696
226072,ميكانيك هندسي,0.0,0.9999696
226165,ميكانيك هندسي,0.0,0.9999696
216109,مبادئ الهندسة الكهربائية,0.0,0.9999696
226046,ميكانيك هندسي,0.0,0.9999696
226123,ميكانيك هندسي,0.0,0.9999696
226069,ميكانيك هندسي,0.0,0.9999696
226108,ميكانيك هندسي,0.0,0.9999696
226151,ميكانيك هندسي,0.0,0.9999696
226160,ميكانيك هندسي,0.0,0.9999696
225039,الفيزياء العامة,0.0,0.9999696
225026,الفيزياء العامة,0.0,0.9999696
225122,الفيزياء العامة,0.0,0.9999696
225139,الفيزياء العامة,0.0,0.9999696
225003,الفيزياء العامة,0.0,0.9999696
227122,لغة انكليزية 1,0.0,0.9999696
227074,لغة انكليزية 1,0.0,0.9999696
225020,الفيزياء العامة,0.0,0.9999696
223163,الفيزياء العامة,0.0,0.9999696
225079,الفيزياء العامة,0.0,0.9999696
223080,الفيزياء العامة,0.0,0.9999696
225151,الفيزياء العامة,0.0,0.9999696
225009,الفيزياء العامة,0.0,0.9999696
227096,لغة انكليزية 1,0.0,0.9999696
215070,الفيزياء العامة,0.0,0.9999696
225097,الفيزياء العامة,0.0,0.9999696
215142,الفيزياء العامة,0.0,0.9999696
225054,الفيزياء العامة,0.0,0.9999696
227107,لغة انكليزية 1,0.0,0.9999696
225035,الفيزياء العامة,0.0,0.9999696
225070,الفيزياء العامة,0.0,0.9999696
225081,الفيزياء العامة,0.0,0.9999696
227129,لغة انكليزية 1,0.0,0.9999696
223009,الفيزياء العامة,0.0,0.9999696
226167,لغة انكليزية 1,0.0,0.9999696
223160,الفيزياء العامة,0.0,0.9999696
226160,لغة انكليزية 1,0.0,0.9999696
223118,الفيزياء العامة,0.0,0.9999696
223142,الفيزياء العامة,0.0,0.9999696
226151,لغة انكليزية 1,0.0,0.9999696
223100,الفيزياء العامة,0.0,0.9999696
223121,الفيزياء العامة,0.0,0.9999696
223019,الفيزياء العامة,0.0,0.9999696
225104,الفيزياء العامة,4.0,0.9999696
225028,الفيزياء العامة,21.0,0.9567175
226165,لغة انكليزية 1,0.0,0.9999696
223110,الفيزياء العامة,0.0,0.9999696
225144,الفيزياء العامة,22.0,0.9567175
223012,الفيزياء العامة,0.0,0.9999696
225147,الفيزياء العامة,9.0,0.9999696
225135,الفيزياء العامة,4.0,0.9999696
225136,الفيزياء العامة,2.0,0.9999696
226042,لغة انكليزية 1,0.0,0.9999696
225103,الفيزياء العامة,20.0,0.9567175
225052,الفيزياء العامة,13.0,0.9726867
225112,الفيزياء العامة,14.0,0.9719787
221004,الفيزياء العامة,0.0,0.9999696
225032,الفيزياء العامة,19.0,0.9567175
221006,الفيزياء العامة,0.0,0.9999696
225155,الفيزياء العامة,2.0,0.9999696
205017,الفيزياء العامة,27.0,0.9567175
221207,الفيزياء العامة,0.0,0.9999696
215077,الفيزياء العامة,22.0,0.9567175
221269,الفيزياء العامة,0.0,0.9999696
215136,الفيزياء العامة,22.0,0.9567175
225115,الفيزياء العامة,25.0,0.9567175
221086,الفيزياء العامة,0.0,0.9999696
221146,الفيزياء العامة,0.0,0.9999696
225148,الفيزياء العامة,8.0,0.9999696
221012,الفيزياء العامة,0.0,0.9999696
221096,الفيزياء العامة,0.0,0.9999696
225125,الفيزياء العامة,20.0,0.9567175
225018,الفيزياء العامة,12.0,0.9771264
223122,الفيزياء العامة,21.0,0.9593561
223164,الفيزياء العامة,23.0,0.9593561
221029,الفيزياء العامة,0.0,0.9999696
221258,الفيزياء العامة,0.0,0.9999696
221262,الفيزياء العامة,0.0,0.9999696
223144,الفيزياء العامة,28.0,0.96054876
223089,الفيزياء العامة,27.0,0.96054876
221251,الفيزياء العامة,0.0,0.9999696
223069,الفيزياء العامة,26.0,0.96054876
223102,الفيزياء العامة,16.0,0.9704239
223068,الفيزياء العامة,3.0,0.9999696
201206,الفيزياء العامة,0.0,0.9999696
223048,الكيمياء الصناعية,0.0,0.9999696
223003,الكيمياء الصناعية,0.0,0.9999696
223039,الكيمياء الصناعية,0.0,0.9999696
223170,الكيمياء الصناعية,0.0,0.9999696
223115,الفيزياء العامة,17.0,0.9649121
223165,الفيزياء العامة,2.0,0.9999696
221007,الفيزياء العامة,0.0,0.9999696
223131,الفيزياء العامة,25.0,0.9593561
221219,الفيزياء العامة,23.0,0.9632377
221041,الفيزياء العامة,0.0,0.9999696
221254,الفيزياء العامة,0.0,0.9999696
221247,الفيزياء العامة,0.0,0.9999696
221203,الفيزياء العامة,19.0,0.9632377
221020,الفيزياء العامة,13.0,0.9768595
221108,الفيزياء العامة,26.0,0.9643208
221214,الفيزياء العامة,3.0,0.9999696
221027,الفيزياء العامة,0.0,0.9999696
221221,الفيزياء العامة,0.0,0.9999696
221213,الفيزياء العامة,28.0,0.9643208
221025,الفيزياء العامة,26.0,0.9643208
227102,لغة انكليزية 1,0.0,0.9999696
227090,لغة انكليزية 1,0.0,0.9999696
215086,الفيزياء العامة,0.0,0.9999696
221230,الفيزياء العامة,22.0,0.9632377
221248,الفيزياء العامة,0.0,0.9999696
221023,الفيزياء العامة,27.0,0.9643208
221071,الفيزياء العامة,0.0,0.9999696
221036,الفيزياء العامة,0.0,0.9999696
227033,لغة انكليزية 1,0.0,0.9999696
221194,الفيزياء العامة,0.0,0.9999696
221220,الفيزياء العامة,14.0,0.97625697
221237,الفيزياء العامة,0.0,0.9999696
221182,الفيزياء العامة,0.0,0.9999696
227008,لغة انكليزية 1,0.0,0.9999696
224087,لغة انكليزية 1,0.0,0.9999696
224124,لغة انكليزية 1,0.0,0.9999696
221115,الفيزياء العامة,19.0,0.9632377
224036,لغة انكليزية 1,0.0,0.9999696
222210,الفيزياء العامة,0.0,0.9999696
222129,الفيزياء العامة,0.0,0.9999696
222220,الفيزياء العامة,0.0,0.9999696
221148,الفيزياء العامة,22.0,0.9632377
222184,الفيزياء العامة,0.0,0.9999696
215152,الفيزياء العامة,10.0,0.9771264
222182,الفيزياء العامة,0.0,0.9999696
222207,الفيزياء العامة,0.0,0.9999696
205158,الفيزياء العامة,16.0,0.9684803
222065,الفيزياء العامة,0.0,0.9999696
222190,الفيزياء العامة,0.0,0.9999696
205116,الفيزياء العامة,21.0,0.9567175
221097,الفيزياء العامة,17.0,0.96828073
222069,الفيزياء العامة,0.0,0.9999696
222213,الفيزياء العامة,0.0,0.9999696
215084,الفيزياء العامة,26.0,0.9567175
222022,الفيزياء العامة,0.0,0.9999696
224107,لغة انكليزية 1,0.0,0.9999696
221217,الفيزياء العامة,24.0,0.9632377
221124,الفيزياء العامة,24.0,0.9632377
224019,لغة انكليزية 1,0.0,0.9999696
221141,الفيزياء العامة,29.0,0.9643208
224105,لغة انكليزية 1,0.0,0.9999696
224118,لغة انكليزية 1,0.0,0.9999696
224098,لغة انكليزية 1,0.0,0.9999696
224116,لغة انكليزية 1,0.0,0.9999696
221216,الفيزياء العامة,15.0,0.97625697
224130,لغة انكليزية 1,0.0,0.9999696
224093,لغة انكليزية 1,0.0,0.9999696
224091,لغة انكليزية 1,0.0,0.9999696
224135,لغة انكليزية 1,0.0,0.9999696
224008,لغة انكليزية 1,0.0,0.9999696
224117,لغة انكليزية 1,0.0,0.9999696
223039,الفيزياء العامة,0.0,0.9999696
2261670,لغة انكليزية 1,0.0,0.9999696
223003,الفيزياء العامة,0.0,0.9999696
223048,الفيزياء العامة,0.0,0.9999696
226072,لغة انكليزية 1,0.0,0.9999696
226170,لغة انكليزية 1,0.0,0.9999696
226056,لغة انكليزية 1,0.0,0.9999696
226138,لغة انكليزية 1,0.0,0.9999696
226067,لغة انكليزية 1,0.0,0.9999696
223170,الفيزياء العامة,0.0,0.9999696
223168,الفيزياء العامة,0.0,0.9999696
223120,الفيزياء العامة,0.0,0.9999696
223125,الفيزياء العامة,0.0,0.9999696
226046,لغة انكليزية 1,0.0,0.9999696
226123,لغة انكليزية 1,0.0,0.9999696
226069,لغة انكليزية 1,0.0,0.9999696
223143,الفيزياء العامة,0.0,0.9999696
223109,الفيزياء العامة,0.0,0.9999696
226060,لغة انكليزية 1,0.0,0.9999696
226152,لغة انكليزية 1,0.0,0.9999696
226062,لغة انكليزية 1,0.0,0.9999696
222208,الفيزياء العامة,0.0,0.9999696
222142,الفيزياء العامة,0.0,0.9999696
226018,لغة انكليزية 1,0.0,0.9999696
226039,لغة انكليزية 1,0.0,0.9999696
222076,الفيزياء العامة,29.0,0.96161574
222117,الفيزياء العامة,26.0,0.96161574
222110,الفيزياء العامة,0.0,0.9999696
226143,لغة انكليزية 1,0.0,0.9999696
226177,لغة انكليزية 1,0.0,0.9999696
222169,الفيزياء العامة,0.0,0.9999696
222092,الفيزياء العامة,0.0,0.9999696
222223,الفيزياء العامة,0.0,0.9999696
222222,الفيزياء العامة,0.0,0.9999696
222123,الفيزياء العامة,24.0,0.960454
222002,الفيزياء العامة,27.0,0.96161574
222219,الفيزياء العامة,0.0,0.9999696
222231,الفيزياء العامة,10.0,0.97660327
222063,الفيزياء العامة,0.0,0.9999696
222006,الفيزياء العامة,0.0,0.9999696
222226,الفيزياء العامة,0.0,0.9999696
222130,الفيزياء العامة,0.0,0.9999696
222037,الفيزياء العامة,0.0,0.9999696
222218,الفيزياء العامة,0.0,0.9999696
222095,الفيزياء العامة,0.0,0.9999696
222149,الفيزياء العامة,8.0,0.9999696
222227,الفيزياء العامة,28.0,0.96161574
226159,لغة انكليزية 1,0.0,0.9999696
222146,الفيزياء العامة,18.0,0.960454
222230,الفيزياء العامة,0.0,0.9999696
226157,لغة انكليزية 1,0.0,0.9999696
226074,لغة انكليزية 1,0.0,0.9999696
222096,الفيزياء العامة,0.0,0.9999696
222032,الفيزياء العامة,0.0,0.9999696
222033,الفيزياء العامة,0.0,0.9999696
221071,لغة انكليزية 1,0.0,0.9999696
221160,لغة انكليزية 1,0.0,0.9999696
221230,لغة انكليزية 1,0.0,0.9999696
225026,لغة انكليزية 1,0.0,0.9999696
221217,لغة انكليزية 1,0.0,0.9999696
221270,لغة انكليزية 1,0.0,0.9999696
223129,الفيزياء العامة,26.0,0.96054876
223158,الفيزياء العامة,27.0,0.96054876
225139,لغة انكليزية 1,0.0,0.9999696
221029,لغة انكليزية 1,0.0,0.9999696
223162,الفيزياء العامة,3.0,0.9999696
221023,لغة انكليزية 1,0.0,0.9999696
221262,لغة انكليزية 1,0.0,0.9999696
223018,الفيزياء العامة,16.0,0.9704239
222001,الفيزياء العامة,25.0,0.960454
221221,لغة انكليزية 1,0.0,0.9999696
221027,لغة انكليزية 1,0.0,0.9999696
221237,لغة انكليزية 1,0.0,0.9999696
225020,لغة انكليزية 1,0.0,0.9999696
222112,الفيزياء العامة,5.0,0.9999696
221194,لغة انكليزية 1,0.0,0.9999696
221247,لغة انكليزية 1,0.0,0.9999696
225039,لغة انكليزية 1,0.0,0.9999696
221036,لغة انكليزية 1,0.0,0.9999696
111111,الفيزياء العامة,3.0,0.9999696
111119,الفيزياء العامة,4.0,0.9999696
221248,لغة انكليزية 1,0.0,0.9999696
222200,الفيزياء العامة,24.0,0.960454
221216,لغة انكليزية 1,0.0,0.9999696
221182,لغة انكليزية 1,0.0,0.9999696
222024,الفيزياء العامة,18.0,0.960454
216109,الكيمياء الصناعية,0.0,0.9999696
221269,لغة انكليزية 1,0.0,0.9999696
